Date,Close
29-Dec-22,18191
28-Dec-22,18122.5
27-Dec-22,18132.3
26-Dec-22,18014.6
23-Dec-22,17806.8
22-Dec-22,18127.35
21-Dec-22,18199.1
20-Dec-22,18385.3
19-Dec-22,18420.45
16-Dec-22,18269
15-Dec-22,18414.9
14-Dec-22,18660.3
13-Dec-22,18608
12-Dec-22,18497.15
09-Dec-22,18496.6
08-Dec-22,18609.35
07-Dec-22,18560.5
06-Dec-22,18642.75
05-Dec-22,18701.05
02-Dec-22,18696.1
01-Dec-22,18812.5
30-Nov-22,18758.35
29-Nov-22,18618.05
28-Nov-22,18562.75
25-Nov-22,18512.75
24-Nov-22,18484.1
23-Nov-22,18267.25
22-Nov-22,18244.2
21-Nov-22,18159.95
18-Nov-22,18307.65
17-Nov-22,18343.9
16-Nov-22,18409.65
15-Nov-22,18403.4
14-Nov-22,18329.15
11-Nov-22,18349.7
10-Nov-22,18028.2
09-Nov-22,18157
07-Nov-22,18202.8
04-Nov-22,18117.15
03-Nov-22,18052.7
02-Nov-22,18082.85
01-Nov-22,18145.4
31-Oct-22,18012.2
28-Oct-22,17786.8
27-Oct-22,17736.95
25-Oct-22,17656.35
24-Oct-22,17730.75
21-Oct-22,17576.3
20-Oct-22,17563.95
19-Oct-22,17512.25
18-Oct-22,17486.95
17-Oct-22,17311.8
14-Oct-22,17185.7
13-Oct-22,17014.35
12-Oct-22,17123.6
11-Oct-22,16983.55
10-Oct-22,17241
07-Oct-22,17314.65
06-Oct-22,17331.8
04-Oct-22,17274.3
03-Oct-22,16887.35
30-Sep-22,17094.35
29-Sep-22,16818.1
28-Sep-22,16858.6
27-Sep-22,17007.4
26-Sep-22,17016.3
23-Sep-22,17327.35
22-Sep-22,17629.8
21-Sep-22,17718.35
20-Sep-22,17816.25
19-Sep-22,17622.25
16-Sep-22,17530.85
15-Sep-22,17877.4
14-Sep-22,18003.75
13-Sep-22,18070.05
12-Sep-22,17936.35
09-Sep-22,17833.35
08-Sep-22,17798.75
07-Sep-22,17624.4
06-Sep-22,17655.6
05-Sep-22,17665.8
02-Sep-22,17539.45
01-Sep-22,17542.8
30-Aug-22,17759.3
29-Aug-22,17312.9
26-Aug-22,17558.9
25-Aug-22,17522.45
24-Aug-22,17604.95
23-Aug-22,17577.5
22-Aug-22,17490.7
19-Aug-22,17758.45
18-Aug-22,17956.5
17-Aug-22,17944.25
16-Aug-22,17825.25
12-Aug-22,17698.15
11-Aug-22,17659
10-Aug-22,17534.75
08-Aug-22,17525.1
05-Aug-22,17397.5
04-Aug-22,17382
03-Aug-22,17388.15
02-Aug-22,17345.45
01-Aug-22,17340.05
29-Jul-22,17158.25
28-Jul-22,16929.6
27-Jul-22,16641.8
26-Jul-22,16483.85
25-Jul-22,16631
22-Jul-22,16719.45
21-Jul-22,16605.25
20-Jul-22,16520.85
19-Jul-22,16340.55
18-Jul-22,16278.5
15-Jul-22,16049.2
14-Jul-22,15938.65
13-Jul-22,15966.65
12-Jul-22,16058.3
11-Jul-22,16216
08-Jul-22,16220.6
07-Jul-22,16132.9
06-Jul-22,15989.8
05-Jul-22,15810.85
04-Jul-22,15835.35
01-Jul-22,15752.05
30-Jun-22,15780.25
29-Jun-22,15799.1
28-Jun-22,15850.2
27-Jun-22,15832.05
24-Jun-22,15699.25
23-Jun-22,15556.65
22-Jun-22,15413.3
21-Jun-22,15638.8
20-Jun-22,15350.15
17-Jun-22,15293.5
16-Jun-22,15360.6
15-Jun-22,15692.15
14-Jun-22,15732.1
13-Jun-22,15774.4
10-Jun-22,16201.8
09-Jun-22,16478.1
08-Jun-22,16356.25
07-Jun-22,16416.35
06-Jun-22,16569.55
03-Jun-22,16584.3
02-Jun-22,16628
01-Jun-22,16522.75
31-May-22,16584.55
30-May-22,16661.4
27-May-22,16352.45
26-May-22,16170.15
25-May-22,16025.8
24-May-22,16125.15
23-May-22,16214.7
20-May-22,16266.15
19-May-22,15809.4
18-May-22,16240.3
17-May-22,16259.3
16-May-22,15842.3
13-May-22,15782.15
12-May-22,15808
11-May-22,16167.1
10-May-22,16240.05
09-May-22,16301.85
06-May-22,16411.25
05-May-22,16682.65
04-May-22,16677.6
02-May-22,17069.1
29-Apr-22,17102.55
28-Apr-22,17245.05
27-Apr-22,17038.4
26-Apr-22,17200.8
25-Apr-22,16953.95
22-Apr-22,17171.95
21-Apr-22,17392.6
20-Apr-22,17136.55
19-Apr-22,16958.65
18-Apr-22,17173.65
13-Apr-22,17475.65
12-Apr-22,17530.3
11-Apr-22,17674.95
08-Apr-22,17784.35
07-Apr-22,17639.55
06-Apr-22,17807.65
05-Apr-22,17957.4
04-Apr-22,18053.4
01-Apr-22,17670.45
31-Mar-22,17464.75
30-Mar-22,17498.25
29-Mar-22,17325.3
28-Mar-22,17222
25-Mar-22,17153
24-Mar-22,17222.75
23-Mar-22,17245.65
22-Mar-22,17315.5
21-Mar-22,17117.6
17-Mar-22,17287.05
16-Mar-22,16975.35
15-Mar-22,16663
14-Mar-22,16871.3
11-Mar-22,16630.45
10-Mar-22,16594.9
09-Mar-22,16345.35
08-Mar-22,16013.45
07-Mar-22,15863.15
04-Mar-22,16245.35
03-Mar-22,16498.05
02-Mar-22,16605.95
28-Feb-22,16793.9
25-Feb-22,16658.4
24-Feb-22,16247.95
23-Feb-22,17063.25
22-Feb-22,17092.2
21-Feb-22,17206.65
18-Feb-22,17276.3
17-Feb-22,17304.6
16-Feb-22,17322.2
15-Feb-22,17352.45
14-Feb-22,16842.8
11-Feb-22,17374.75
10-Feb-22,17605.85
09-Feb-22,17463.8
08-Feb-22,17266.75
07-Feb-22,17213.6
04-Feb-22,17516.3
03-Feb-22,17560.2
02-Feb-22,17780
01-Feb-22,17576.85
31-Jan-22,17339.85
28-Jan-22,17101.95
27-Jan-22,17110.15
25-Jan-22,17277.95
24-Jan-22,17149.1
21-Jan-22,17617.15
20-Jan-22,17757
19-Jan-22,17938.4
18-Jan-22,18113.05
17-Jan-22,18308.1
14-Jan-22,18255.75
13-Jan-22,18257.8
12-Jan-22,18212.35
11-Jan-22,18055.75
10-Jan-22,18003.3
07-Jan-22,17812.7
06-Jan-22,17745.9
05-Jan-22,17925.25
04-Jan-22,17805.25
03-Jan-22,17625.7
31-Dec-21,17354.05
30-Dec-21,17203.95
29-Dec-21,17213.6
28-Dec-21,17233.25
27-Dec-21,17086.25
24-Dec-21,17003.75
23-Dec-21,17072.6
22-Dec-21,16955.45
21-Dec-21,16770.85
20-Dec-21,16614.2
17-Dec-21,16985.2
16-Dec-21,17248.4
15-Dec-21,17221.4
14-Dec-21,17324.9
13-Dec-21,17368.25
10-Dec-21,17511.3
09-Dec-21,17516.85
08-Dec-21,17469.75
07-Dec-21,17176.7
06-Dec-21,16912.25
03-Dec-21,17196.7
02-Dec-21,17401.65
01-Dec-21,17166.9
30-Nov-21,16983.2
29-Nov-21,17053.95
26-Nov-21,17026.45
25-Nov-21,17536.25
24-Nov-21,17415.05
23-Nov-21,17503.35
22-Nov-21,17416.55
18-Nov-21,17764.8
17-Nov-21,17898.65
16-Nov-21,17999.2
15-Nov-21,18109.45
12-Nov-21,18102.75
11-Nov-21,17873.6
10-Nov-21,18017.2
09-Nov-21,18044.25
08-Nov-21,18068.55
04-Nov-21,17916.8
03-Nov-21,17829.2
02-Nov-21,17888.95
01-Nov-21,17929.65
29-Oct-21,17671.65
28-Oct-21,17857.25
27-Oct-21,18210.95
26-Oct-21,18268.4
25-Oct-21,18125.4
22-Oct-21,18114.9
21-Oct-21,18178.1
20-Oct-21,18266.6
19-Oct-21,18418.75
18-Oct-21,18477.05
14-Oct-21,18338.55
13-Oct-21,18161.75
12-Oct-21,17991.95
11-Oct-21,17945.95
08-Oct-21,17895.2
07-Oct-21,17790.35
06-Oct-21,17646
05-Oct-21,17822.3
04-Oct-21,17691.25
01-Oct-21,17532.05
30-Sep-21,17618.15
29-Sep-21,17711.3
28-Sep-21,17748.6
27-Sep-21,17855.1
24-Sep-21,17853.2
23-Sep-21,17822.95
22-Sep-21,17546.65
21-Sep-21,17562
20-Sep-21,17396.9
17-Sep-21,17585.15
16-Sep-21,17629.5
15-Sep-21,17519.45
14-Sep-21,17380
13-Sep-21,17355.3
09-Sep-21,17369.25
08-Sep-21,17353.5
07-Sep-21,17362.1
06-Sep-21,17377.8
03-Sep-21,17323.6
02-Sep-21,17234.15
01-Sep-21,17076.25
31-Aug-21,17132.2
30-Aug-21,16931.05
27-Aug-21,16705.2
26-Aug-21,16636.9
25-Aug-21,16634.65
24-Aug-21,16624.6
23-Aug-21,16496.45
20-Aug-21,16450.5
18-Aug-21,16568.85
17-Aug-21,16614.6
16-Aug-21,16563.05
13-Aug-21,16529.1
12-Aug-21,16364.4
11-Aug-21,16282.25
10-Aug-21,16280.1
09-Aug-21,16258.25
06-Aug-21,16238.2
05-Aug-21,16294.6
04-Aug-21,16258.8
03-Aug-21,16130.75
02-Aug-21,15885.15
30-Jul-21,15763.05
29-Jul-21,15778.45
28-Jul-21,15709.4
27-Jul-21,15746.45
26-Jul-21,15824.45
23-Jul-21,15856.05
22-Jul-21,15824.05
20-Jul-21,15632.1
19-Jul-21,15752.4
16-Jul-21,15923.4
15-Jul-21,15924.2
14-Jul-21,15853.95
13-Jul-21,15812.35
12-Jul-21,15692.6
09-Jul-21,15689.8
08-Jul-21,15727.9
07-Jul-21,15879.65
06-Jul-21,15818.25
05-Jul-21,15834.35
02-Jul-21,15722.2
01-Jul-21,15680
30-Jun-21,15721.5
29-Jun-21,15748.45
28-Jun-21,15814.7
25-Jun-21,15860.35
24-Jun-21,15790.45
23-Jun-21,15686.95
22-Jun-21,15772.75
21-Jun-21,15746.5
18-Jun-21,15683.35
17-Jun-21,15691.4
16-Jun-21,15767.55
15-Jun-21,15869.25
14-Jun-21,15811.85
11-Jun-21,15799.35
10-Jun-21,15737.75
09-Jun-21,15635.35
08-Jun-21,15740.1
07-Jun-21,15751.65
04-Jun-21,15670.25
03-Jun-21,15690.35
02-Jun-21,15576.2
01-Jun-21,15574.85
31-May-21,15582.8
28-May-21,15435.65
27-May-21,15337.85
26-May-21,15301.45
25-May-21,15208.45
24-May-21,15197.7
21-May-21,15175.3
20-May-21,14906.05
19-May-21,15030.15
18-May-21,15108.1
17-May-21,14923.15
14-May-21,14677.8
12-May-21,14696.5
11-May-21,14850.75
10-May-21,14942.35
07-May-21,14823.15
06-May-21,14724.8
05-May-21,14617.85
04-May-21,14496.5
03-May-21,14634.15
30-Apr-21,14631.1
29-Apr-21,14894.9
28-Apr-21,14864.55
27-Apr-21,14653.05
26-Apr-21,14485
23-Apr-21,14341.35
22-Apr-21,14406.15
20-Apr-21,14296.4
19-Apr-21,14359.45
16-Apr-21,14617.85
15-Apr-21,14581.45
13-Apr-21,14504.8
12-Apr-21,14310.8
09-Apr-21,14834.85
08-Apr-21,14873.8
07-Apr-21,14819.05
06-Apr-21,14683.5
05-Apr-21,14637.8
01-Apr-21,14867.35
31-Mar-21,14690.7
30-Mar-21,14845.1
26-Mar-21,14507.3
25-Mar-21,14324.9
24-Mar-21,14549.4
23-Mar-21,14814.75
22-Mar-21,14736.4
19-Mar-21,14744
18-Mar-21,14557.85
17-Mar-21,14721.3
16-Mar-21,14910.45
15-Mar-21,14929.5
12-Mar-21,15030.95
10-Mar-21,15174.8
09-Mar-21,15098.4
08-Mar-21,14956.2
05-Mar-21,14938.1
04-Mar-21,15080.75
03-Mar-21,15245.6
02-Mar-21,14919.1
01-Mar-21,14761.55
26-Feb-21,14529.15
25-Feb-21,15097.35
24-Feb-21,14982
23-Feb-21,14707.8
22-Feb-21,14675.7
19-Feb-21,14981.75
18-Feb-21,15118.95
17-Feb-21,15208.9
16-Feb-21,15313.45
15-Feb-21,15314.7
12-Feb-21,15163.3
11-Feb-21,15173.3
10-Feb-21,15106.5
09-Feb-21,15109.3
08-Feb-21,15115.8
05-Feb-21,14924.25
04-Feb-21,14895.65
03-Feb-21,14789.95
02-Feb-21,14647.85
01-Feb-21,14281.2
29-Jan-21,13634.6
28-Jan-21,13817.55
27-Jan-21,13967.5
25-Jan-21,14238.9
22-Jan-21,14371.9
21-Jan-21,14590.35
20-Jan-21,14644.7
19-Jan-21,14521.15
18-Jan-21,14281.3
15-Jan-21,14433.7
14-Jan-21,14595.6
13-Jan-21,14564.85
12-Jan-21,14563.45
11-Jan-21,14484.75
08-Jan-21,14347.25
07-Jan-21,14137.35
06-Jan-21,14146.25
05-Jan-21,14199.5
04-Jan-21,14132.9
01-Jan-21,14018.5
31-Dec-20,13981.75
30-Dec-20,13981.95
29-Dec-20,13932.6
28-Dec-20,13873.2
24-Dec-20,13749.25
23-Dec-20,13601.1
22-Dec-20,13466.3
21-Dec-20,13328.4
18-Dec-20,13760.55
17-Dec-20,13740.7
16-Dec-20,13682.7
15-Dec-20,13567.85
14-Dec-20,13558.15
11-Dec-20,13513.85
10-Dec-20,13478.3
09-Dec-20,13529.1
08-Dec-20,13392.95
07-Dec-20,13355.75
04-Dec-20,13258.55
03-Dec-20,13133.9
02-Dec-20,13113.75
01-Dec-20,13109.05
27-Nov-20,12968.95
26-Nov-20,12987
25-Nov-20,12858.4
24-Nov-20,13055.15
23-Nov-20,12926.45
20-Nov-20,12859.05
19-Nov-20,12771.7
18-Nov-20,12938.25
17-Nov-20,12874.2
14-Nov-20,12780.25
13-Nov-20,12719.95
12-Nov-20,12690.8
11-Nov-20,12749.15
10-Nov-20,12631.1
09-Nov-20,12461.05
06-Nov-20,12263.55
05-Nov-20,12120.3
04-Nov-20,11908.5
03-Nov-20,11813.5
02-Nov-20,11669.15
30-Oct-20,11642.4
29-Oct-20,11670.8
28-Oct-20,11729.6
27-Oct-20,11889.4
26-Oct-20,11767.75
23-Oct-20,11930.35
22-Oct-20,11896.45
21-Oct-20,11937.65
20-Oct-20,11896.8
19-Oct-20,11873.05
16-Oct-20,11762.45
15-Oct-20,11680.35
14-Oct-20,11971.05
13-Oct-20,11934.5
12-Oct-20,11930.95
09-Oct-20,11914.2
08-Oct-20,11834.6
07-Oct-20,11738.85
06-Oct-20,11662.4
05-Oct-20,11503.35
01-Oct-20,11416.95
30-Sep-20,11247.55
29-Sep-20,11222.4
28-Sep-20,11227.55
25-Sep-20,11050.25
24-Sep-20,10805.55
23-Sep-20,11131.85
22-Sep-20,11153.65
21-Sep-20,11250.55
18-Sep-20,11504.95
17-Sep-20,11516.1
16-Sep-20,11604.55
15-Sep-20,11521.8
14-Sep-20,11440.05
11-Sep-20,11464.45
10-Sep-20,11449.25
09-Sep-20,11278
08-Sep-20,11317.35
07-Sep-20,11355.05
04-Sep-20,11333.85
03-Sep-20,11527.45
02-Sep-20,11535
01-Sep-20,11470.25
31-Aug-20,11387.5
28-Aug-20,11647.6
27-Aug-20,11559.25
26-Aug-20,11549.6
25-Aug-20,11472.25
24-Aug-20,11466.45
21-Aug-20,11371.6
20-Aug-20,11312.2
19-Aug-20,11408.4
18-Aug-20,11385.35
17-Aug-20,11247.1
14-Aug-20,11178.4
13-Aug-20,11300.45
12-Aug-20,11308.4
11-Aug-20,11322.5
10-Aug-20,11270.15
07-Aug-20,11214.05
06-Aug-20,11200.15
05-Aug-20,11101.65
04-Aug-20,11095.25
03-Aug-20,10891.6
31-Jul-20,11073.45
30-Jul-20,11102.15
29-Jul-20,11202.85
28-Jul-20,11300.55
27-Jul-20,11131.8
24-Jul-20,11194.15
23-Jul-20,11215.45
22-Jul-20,11132.6
21-Jul-20,11162.25
20-Jul-20,11022.2
17-Jul-20,10901.7
16-Jul-20,10739.95
15-Jul-20,10618.2
14-Jul-20,10607.35
13-Jul-20,10802.7
10-Jul-20,10768.05
09-Jul-20,10813.45
08-Jul-20,10705.75
07-Jul-20,10799.65
06-Jul-20,10763.65
03-Jul-20,10607.35
02-Jul-20,10551.7
01-Jul-20,10430.05
30-Jun-20,10302.1
29-Jun-20,10312.4
26-Jun-20,10383
25-Jun-20,10288.9
24-Jun-20,10305.3
23-Jun-20,10471
22-Jun-20,10311.2
19-Jun-20,10244.4
18-Jun-20,10091.65
17-Jun-20,9881.15
16-Jun-20,9914
15-Jun-20,9813.7
12-Jun-20,9972.9
11-Jun-20,9902
10-Jun-20,10116.15
09-Jun-20,10046.65
08-Jun-20,10167.45
05-Jun-20,10142.15
04-Jun-20,10029.1
03-Jun-20,10061.55
02-Jun-20,9979.1
01-Jun-20,9826.15
29-May-20,9580.3
28-May-20,9490.1
27-May-20,9314.95
26-May-20,9029.05
22-May-20,9039.25
21-May-20,9106.25
20-May-20,9066.55
19-May-20,8879.1
18-May-20,8823.25
15-May-20,9136.85
14-May-20,9142.75
13-May-20,9383.55
12-May-20,9196.55
11-May-20,9239.2
08-May-20,9251.5
07-May-20,9199.05
06-May-20,9270.9
05-May-20,9205.6
04-May-20,9293.5
30-Apr-20,9859.9
29-Apr-20,9553.35
28-Apr-20,9380.9
27-Apr-20,9282.3
24-Apr-20,9154.4
23-Apr-20,9313.9
22-Apr-20,9187.3
21-Apr-20,8981.45
20-Apr-20,9261.85
17-Apr-20,9266.75
16-Apr-20,8992.8
15-Apr-20,8925.3
13-Apr-20,8993.85
09-Apr-20,9111.9
08-Apr-20,8748.75
07-Apr-20,8792.2
03-Apr-20,8083.8
01-Apr-20,8253.8
31-Mar-20,8597.75
30-Mar-20,8281.1
27-Mar-20,8660.25
26-Mar-20,8641.45
25-Mar-20,8317.85
24-Mar-20,7801.05
23-Mar-20,7610.25
20-Mar-20,8745.45
19-Mar-20,8263.45
18-Mar-20,8468.8
17-Mar-20,8967.05
16-Mar-20,9197.4
13-Mar-20,9955.2
12-Mar-20,9590.15
11-Mar-20,10458.4
09-Mar-20,10451.45
06-Mar-20,10989.45
05-Mar-20,11269
04-Mar-20,11251
03-Mar-20,11303.3
02-Mar-20,11132.75
28-Feb-20,11201.75
27-Feb-20,11633.3
26-Feb-20,11678.5
25-Feb-20,11797.9
24-Feb-20,11829.4
20-Feb-20,12080.85
19-Feb-20,12125.9
18-Feb-20,11992.5
17-Feb-20,12045.8
14-Feb-20,12113.45
13-Feb-20,12174.65
12-Feb-20,12201.2
11-Feb-20,12107.9
10-Feb-20,12031.5
07-Feb-20,12098.35
06-Feb-20,12137.95
05-Feb-20,12089.15
04-Feb-20,11979.65
03-Feb-20,11707.9
01-Feb-20,11661.85
31-Jan-20,11962.1
30-Jan-20,12035.8
29-Jan-20,12129.5
28-Jan-20,12055.8
27-Jan-20,12119
24-Jan-20,12248.25
23-Jan-20,12180.35
22-Jan-20,12106.9
21-Jan-20,12169.85
20-Jan-20,12224.55
17-Jan-20,12352.35
16-Jan-20,12355.5
15-Jan-20,12343.3
14-Jan-20,12362.3
13-Jan-20,12329.55
10-Jan-20,12256.8
09-Jan-20,12215.9
08-Jan-20,12025.35
07-Jan-20,12052.95
06-Jan-20,11993.05
03-Jan-20,12226.65
02-Jan-20,12282.2
01-Jan-20,12182.5
31-Dec-19,12168.45
30-Dec-19,12255.85
27-Dec-19,12245.8
26-Dec-19,12126.55
24-Dec-19,12214.55
23-Dec-19,12262.75
20-Dec-19,12271.8
19-Dec-19,12259.7
18-Dec-19,12221.65
17-Dec-19,12165
16-Dec-19,12053.95
13-Dec-19,12086.7
12-Dec-19,11971.8
11-Dec-19,11910.15
10-Dec-19,11856.8
09-Dec-19,11937.5
06-Dec-19,11921.5
05-Dec-19,12018.4
04-Dec-19,12043.2
03-Dec-19,11994.2
02-Dec-19,12048.2
29-Nov-19,12056.05
28-Nov-19,12151.15
27-Nov-19,12100.7
26-Nov-19,12037.7
25-Nov-19,12073.75
22-Nov-19,11914.4
21-Nov-19,11968.4
20-Nov-19,11999.1
19-Nov-19,11940.1
18-Nov-19,11884.5
15-Nov-19,11895.45
14-Nov-19,11872.1
13-Nov-19,11840.45
11-Nov-19,11913.45
08-Nov-19,11908.15
07-Nov-19,12012.05
06-Nov-19,11966.05
05-Nov-19,11917.2
04-Nov-19,11941.3
01-Nov-19,11890.6
31-Oct-19,11877.45
30-Oct-19,11844.1
29-Oct-19,11786.85
27-Oct-19,11627.15
25-Oct-19,11583.9
24-Oct-19,11582.6
23-Oct-19,11604.1
22-Oct-19,11588.35
18-Oct-19,11661.85
17-Oct-19,11586.35
16-Oct-19,11464
15-Oct-19,11428.3
14-Oct-19,11341.15
11-Oct-19,11305.05
10-Oct-19,11234.55
09-Oct-19,11313.3
07-Oct-19,11126.4
04-Oct-19,11174.75
03-Oct-19,11314
01-Oct-19,11359.9
30-Sep-19,11474.45
27-Sep-19,11512.4
26-Sep-19,11571.2
25-Sep-19,11440.2
24-Sep-19,11588.2
23-Sep-19,11600.2
20-Sep-19,11274.2
19-Sep-19,10704.8
18-Sep-19,10840.65
17-Sep-19,10817.6
16-Sep-19,11003.5
13-Sep-19,11075.9
12-Sep-19,10982.8
11-Sep-19,11035.7
09-Sep-19,11003.05
06-Sep-19,10946.2
05-Sep-19,10847.9
04-Sep-19,10844.65
03-Sep-19,10797.9
30-Aug-19,11023.25
29-Aug-19,10948.3
28-Aug-19,11046.1
27-Aug-19,11105.35
26-Aug-19,11057.85
23-Aug-19,10829.35
22-Aug-19,10741.35
21-Aug-19,10918.7
20-Aug-19,11017
19-Aug-19,11053.9
16-Aug-19,11047.8
14-Aug-19,11029.4
13-Aug-19,10925.85
09-Aug-19,11109.65
08-Aug-19,11032.45
07-Aug-19,10855.5
06-Aug-19,10948.25
05-Aug-19,10862.6
02-Aug-19,10997.35
01-Aug-19,10980
31-Jul-19,11118
30-Jul-19,11085.4
29-Jul-19,11189.2
26-Jul-19,11284.3
25-Jul-19,11252.15
24-Jul-19,11271.3
23-Jul-19,11331.05
22-Jul-19,11346.2
19-Jul-19,11419.25
18-Jul-19,11596.9
17-Jul-19,11687.5
16-Jul-19,11662.6
15-Jul-19,11588.35
12-Jul-19,11552.5
11-Jul-19,11582.9
10-Jul-19,11498.9
09-Jul-19,11555.9
08-Jul-19,11558.6
05-Jul-19,11811.15
04-Jul-19,11946.75
03-Jul-19,11916.75
02-Jul-19,11910.3
01-Jul-19,11865.6
28-Jun-19,11788.85
27-Jun-19,11841.55
26-Jun-19,11847.55
25-Jun-19,11796.45
24-Jun-19,11699.65
21-Jun-19,11724.1
20-Jun-19,11831.75
19-Jun-19,11691.45
18-Jun-19,11691.5
17-Jun-19,11672.15
14-Jun-19,11823.3
13-Jun-19,11914.05
12-Jun-19,11906.2
11-Jun-19,11965.6
10-Jun-19,11922.7
07-Jun-19,11870.65
06-Jun-19,11843.75
04-Jun-19,12021.65
03-Jun-19,12088.55
31-May-19,11922.8
30-May-19,11945.9
29-May-19,11861.1
28-May-19,11928.75
27-May-19,11924.75
24-May-19,11844.1
23-May-19,11657.05
22-May-19,11737.9
21-May-19,11709.1
20-May-19,11828.25
17-May-19,11407.15
16-May-19,11257.1
15-May-19,11157
14-May-19,11222.05
13-May-19,11148.2
10-May-19,11278.9
09-May-19,11301.8
08-May-19,11359.45
07-May-19,11497.9
06-May-19,11598.25
03-May-19,11712.25
02-May-19,11724.75
30-Apr-19,11748.15
26-Apr-19,11754.65
25-Apr-19,11641.8
24-Apr-19,11726.15
23-Apr-19,11575.95
22-Apr-19,11594.45
18-Apr-19,11752.8
16-Apr-19,11787.15
15-Apr-19,11690.35
12-Apr-19,11643.45
11-Apr-19,11596.7
10-Apr-19,11584.3
09-Apr-19,11671.95
08-Apr-19,11604.5
05-Apr-19,11665.95
04-Apr-19,11598
03-Apr-19,11643.95
02-Apr-19,11713.2
01-Apr-19,11669.15
29-Mar-19,11623.9
28-Mar-19,11570
27-Mar-19,11445.05
26-Mar-19,11483.25
25-Mar-19,11354.25
22-Mar-19,11456.9
20-Mar-19,11521.05
19-Mar-19,11532.4
18-Mar-19,11462.2
15-Mar-19,11426.85
14-Mar-19,11343.25
13-Mar-19,11341.7
12-Mar-19,11301.2
11-Mar-19,11168.05
08-Mar-19,11035.4
07-Mar-19,11058.2
06-Mar-19,11053
05-Mar-19,10987.45
01-Mar-19,10863.5
28-Feb-19,10792.5
27-Feb-19,10806.65
26-Feb-19,10835.3
25-Feb-19,10880.1
22-Feb-19,10791.65
21-Feb-19,10789.85
20-Feb-19,10735.45
19-Feb-19,10604.35
18-Feb-19,10640.95
15-Feb-19,10724.4
14-Feb-19,10746.05
13-Feb-19,10793.65
12-Feb-19,10831.4
11-Feb-19,10888.8
08-Feb-19,10943.6
07-Feb-19,11069.4
06-Feb-19,11062.45
05-Feb-19,10934.35
04-Feb-19,10912.25
01-Feb-19,10893.65
31-Jan-19,10830.95
30-Jan-19,10651.8
29-Jan-19,10652.2
28-Jan-19,10661.55
25-Jan-19,10780.55
24-Jan-19,10849.8
23-Jan-19,10831.5
22-Jan-19,10922.75
21-Jan-19,10961.85
18-Jan-19,10906.95
17-Jan-19,10905.2
16-Jan-19,10890.3
15-Jan-19,10886.8
14-Jan-19,10737.6
11-Jan-19,10794.95
10-Jan-19,10821.6
09-Jan-19,10855.15
08-Jan-19,10802.15
07-Jan-19,10771.8
04-Jan-19,10727.35
03-Jan-19,10672.25
02-Jan-19,10792.5
01-Jan-19,10910.1
31-Dec-18,10862.55
28-Dec-18,10859.9
27-Dec-18,10779.8
26-Dec-18,10729.85
24-Dec-18,10663.5
21-Dec-18,10754
20-Dec-18,10951.7
19-Dec-18,10967.3
18-Dec-18,10908.7
17-Dec-18,10888.35
14-Dec-18,10805.45
13-Dec-18,10791.55
12-Dec-18,10737.6
11-Dec-18,10549.15
10-Dec-18,10488.45
07-Dec-18,10693.7
06-Dec-18,10601.15
05-Dec-18,10782.9
04-Dec-18,10869.5
03-Dec-18,10883.75
30-Nov-18,10876.75
